Responsibilities,Role,UNIQUE ID,Role Person,Avg_SkillScore,Cluster,NO,ROLE,LAMA KERJA BERJALAN,GRADE,Durasi Bulan,"Technical Score (29,06%)","Personal Evaluation Score (49,17%)","Discipline Score (15,06%)",Development Score (7%),Expert Judgement,Capability Score,scoring_eval,job_count,d,finalscore,finalscore_scaled
Customer behavior analysis,Data Analyst,29e9efd9,Data Engineer,2.25,3,61,DATA ENGINEER,3 tahun 1 bulan,MIDDLE,37,72.8804563492,94.0,99.30555556,9.72908414,1.2,90.62742563,90.62742563,0.0,49.090035583900004,49.090035583900004,0.5540981738207765
Customer behavior analysis,Data Analyst,2d801262,Data Analyst,4.0,0,9,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,80.3460259104,90.0,95.74652778,10.27336667,1.1,83.12594823,83.12594823,9.0,45.93675256190001,55.12410307428001,0.7441553628552885
Customer behavior analysis,Data Analyst,31e8a51f,Data Scientist,2.75,0,98,DATA SCIENTIST,2 tahun 9 bulan,JUNIOR,33,52.8933765175,90.0,65.10695187,6.407601293,1.0,64.07121964,64.07121964,0.0,35.250246409199995,35.250246409199995,0.11818136785742411
Customer behavior analysis,Data Analyst,3350383a,Artificial Intelligence Engineer,4.5,1,30,AI ENGINEER,3 tahun 9 bulan,MIDDLE,45,54.1797239725,95.5,96.44097222,11.49637749,1.3,92.17002068,92.17002068,0.0,50.965110960400004,50.965110960400004,0.6131580958142867
Customer behavior analysis,Data Analyst,365fc87a,Data Analyst,2.75,0,110,DATA ANALYST,2 tahun 5 bulan,BASIC,29,80.8585434175,90.0,8.155080214,6.607477284,1.0,72.88466719,72.88466719,3.0,39.9213736107,47.90564833284,0.5167931035636653
Customer behavior analysis,Data Analyst,36cf70f2,Artificial Intelligence Engineer,3.75,1,58,AI ENGINEER,2 tahun 5 bulan,MIDDLE,29,43.5532358775,89.5,100.0,11.83988942,1.3,84.69716654,84.69716654,4.0,46.6519982662,46.6519982662,0.47730643754967245
Customer behavior analysis,Data Analyst,3951d86b,Data Scientist,3.75,1,78,DATA SCIENTIST,3 tahun 1 bulan,JUNIOR,37,55.4426062092,95.0,100.0,4.279280813,1.0,70.17243405,70.17243405,0.0,38.95389004650001,38.95389004650001,0.23483636053243423
Customer behavior analysis,Data Analyst,39c4596a,Data Scientist,3.75,0,42,DATA SCIENTIST,3 tahun 5 bulan,JUNIOR,41,60.7098506071,80.0,97.91666667,4.694561364,1.0,64.25018915,64.25018915,0.0,35.815100249500006,35.815100249500006,0.13597277195986784
Customer behavior analysis,Data Analyst,3cac7e99,Data Scientist,4.5,0,88,DATA SCIENTIST,10 tahun 2 bulan,SENIOR,122,88.3660831,98.0,34.22459893,51.7318368,1.0,87.21080158,87.21080158,0.0,48.3367248374,48.3367248374,0.5303708749170871
Customer behavior analysis,Data Analyst,42e7a026,Data Analyst,3.5,0,64,DATA ANALYST,2 tahun 6 bulan,JUNIOR,30,73.5210696779,89.0,99.21875,4.472503523,1.0,72.45268383,72.45268383,2.0,40.044922429900005,48.053906915880006,0.5214628573554062
Customer behavior analysis,Data Analyst,46fd6e1c,Data Analyst,3.0,2,5,DATA SCIENTIST,1 tahun 2 bulan,JUNIOR,14,67.4580357142,90.0,100.0,11.7055718,1.0,72.32438573,72.32438573,0.0,39.7419244369,47.69030932428,0.5100104935379005
Customer behavior analysis,Data Analyst,47d42365,Data Engineer,2.5,3,53,DATA ENGINEER,4 tahun 4 bulan,JUNIOR,52,71.9768703312,91.5,97.82986111,3.794124597,1.2,87.64556985,87.64556985,3.0,47.6271520205,47.6271520205,0.5080212052771108
Customer behavior analysis,Data Analyst,4cba2f2d,Artificial Intelligence Engineer,2.75,0,36,AI ENGINEER,1 tahun 7 bulan,JUNIOR,19,66.0502450979,95.0,100.0,5.817498712,1.2,84.80862745,84.80862745,5.0,46.2410725485,46.2410725485,0.4643633627609724
Customer behavior analysis,Data Analyst,4d57b04b,Data Scientist,3.0,0,20,DATA SCIENTIST,3 tahun 11 bulan,MIDDLE,47,60.9976657327,96.5,91.31944444,1.268481508,1.1,78.63807432,78.63807432,0.0,43.0881793896,43.0881793896,0.36505555553773245
Customer behavior analysis,Data Analyst,516J6855,Data Scientist,3.5,0,46,DATA SCIENTIST,2 tahun 5 bulan,JUNIOR,29,54.7360673438,80.0,96.96180556,11.10881594,1.0,63.41641108,63.41641108,1.0,35.255697872400006,35.255697872400006,0.11835307455006071
Customer behavior analysis,Data Analyst,528f3560,Data Analyst,2.25,2,55,DATA SCIENTIST,7 tahun 0 bulan,SENIOR,84,32.3536327033,90.0,94.11764706,44.61622935,1.0,64.269703,64.269703,0.0,35.12044259,42.144531108,0.33533312698948153
Customer behavior analysis,Data Analyst,528f3560,Data Analyst,2.25,2,55,DATA SCIENTIST,7 tahun 0 bulan,SENIOR,84,32.3536327033,90.0,94.11764706,44.61622935,1.0,64.269703,64.269703,0.0,35.12044259,42.144531108,0.33533312698948153
Customer behavior analysis,Data Analyst,5312eea4,Data Analyst,2.75,3,84,DATA ANALYST,2 tahun 2 bulan,MIDDLE,26,49.7969187675,86.0,92.79513889,46.9198146,1.0,70.0469465,70.0469465,2.0,38.417381645,46.100857974,0.45994697399276163
Customer behavior analysis,Data Analyst,544a3d1a,Data Scientist,3.5,0,62,DATA SCIENTIST,4 tahun 2 bulan,MIDDLE,50,59.509354575,90.5,100.0,7.234474611,1.0,69.58669591,69.58669591,15.0,38.52594883230001,38.52594883230001,0.22135734254456194
Customer behavior analysis,Data Analyst,54b0fc4f,Data Analyst,4.25,1,89,DATA ANALYST,2 tahun 2 bulan,MIDDLE,26,71.3084967321,88.5,98.61111111,6.180876807,1.0,71.78045298,71.78045298,3.0,40.04114007940001,48.04936809528001,0.5213198964942387
Customer behavior analysis,Data Analyst,557e30ab,Data Analyst,2.75,2,29,DATA ANALYST,3 tahun 5 bulan,MIDDLE,41,53.7861081933,85.0,100.0,4.549017204,1.0,64.81437318,64.81437318,2.0,35.6441177854,42.772941342479996,0.3551263896462545
Customer behavior analysis,Data Analyst,55b2e646,Data Scientist,4.0,1,57,AI ENGINEER,3 tahun 0 bulan,JUNIOR,36,50.15589986,90.0,100.0,0.871158899,1.3,85.36316737,85.36316737,0.0,47.122478706100004,47.122478706100004,0.49212532879437143
Customer behavior analysis,Data Analyst,57635c17,Data Analyst,2.0,2,12,DATA ANALYST,3 tahun 3 bulan,MIDDLE,39,67.5095967558,90.0,99.21875,6.039999292,1.0,71.43352597,71.43352597,4.0,38.7997687641,46.55972251692,0.47439999516198433
Customer behavior analysis,Data Analyst,57ecf7ad,Data Analyst,1.5,2,27,MGT,5 tahun 1 bulan,-,61,3.4722222221,90.0,77.54010695,4.326516624,1.0,48.19519238,48.19519238,0.0,26.2484519614,31.49814235368,0.0
Customer behavior analysis,Data Analyst,5b749bf9,Data Engineer,1.0,3,101,DATA ENGINEER,2 tahun 3 bulan,BASIC,27,34.81372549,90.0,86.63101604,10.06283501,1.2,70.83787239,70.83787239,3.0,38.0140723667,38.0140723667,0.2052345858236668
Customer behavior analysis,Data Analyst,5d16d190,Data Scientist,4.25,0,99,DATA SCIENTIST,3 tahun 1 bulan,JUNIOR,37,62.2739437442,90.0,97.74305556,28.26078997,1.0,73.16053928,73.16053928,5.0,40.7725858184,40.7725858184,0.2921204738883651
Customer behavior analysis,Data Analyst,5dc773ce,Artificial Intelligence Engineer,2.25,0,35,DATA SCIENTIST,4 tahun 4 bulan,MIDDLE,52,72.0571603642,91.0,95.57291667,5.121161842,1.1,80.15052819,80.15052819,0.0,43.5372799407,43.5372799407,0.3792010367528491
Customer behavior analysis,Data Analyst,6131e4d7,Data Engineer,2.75,1,38,DATA ENGINEER,2 tahun 3 bulan,MIDDLE,27,58.5518732492,93.5,99.30555556,10.46636816,1.2,85.46875202,85.46875202,0.0,46.590938570599995,46.590938570599995,0.4753832184064425
Customer behavior analysis,Data Analyst,64S57577,Data Scientist,4.5,1,40,DATA SCIENTIST,3 tahun 9 bulan,MIDDLE,45,73.6180643087,84.5,89.32291667,3.982774045,1.0,69.5311892,69.5311892,9.0,38.96653027600001,38.96653027600001,0.23523449437686855
Customer behavior analysis,Data Analyst,65054asd,Data Analyst,2.5,2,10,DATA ANALYST,3 tahun 4 bulan,JUNIOR,40,70.5590744629,99.0,0.0,4.917061944,1.0,73.99273476,73.99273476,2.0,40.3911494228,48.46937930735999,0.5345491403597019
Customer behavior analysis,Data Analyst,66d21701,Data Analyst,4.0,0,33,DATA ANALYST,4 tahun 3 bulan,JUNIOR,51,63.8499212188,81.5,83.07291667,3.823402466,1.0,64.77440963,64.77440963,0.0,36.2104371039,43.452524524679994,0.37653146500047896
Customer behavior analysis,Data Analyst,6de6b041,Data Scientist,2.75,3,16,DATA SCIENTIST,4 tahun 0 bulan,MIDDLE,48,59.6452497667,90.0,100.0,7.186353322,1.1,76.3103827,76.3103827,7.0,41.737002831000005,41.737002831000005,0.3224970626096614
Customer behavior analysis,Data Analyst,6e0778a1,Data Scientist,4.0,0,92,DATA SCIENTIST,3 tahun 1 bulan,JUNIOR,37,54.5927141687,70.0,97.91666667,4.665283496,1.0,57.55075558,57.55075558,2.0,32.3819004574,32.3819004574,0.027836046124322757
Customer behavior analysis,Data Analyst,6fb8c1a0,Data Scientist,3.0,3,75,DATA SCIENTIST,3 tahun 0 bulan,BASIC,36,61.1916404063,98.0,0.0,3.823402466,1.0,70.34689224,70.34689224,0.0,38.6938528872,38.6938528872,0.22664587681314025
Customer behavior analysis,Data Analyst,7176fcb0,Data Engineer,2.75,3,104,DATA ENGINEER,7 tahun 0 bulan,SENIOR,84,75.0633578433,80.0,33.82352941,7.122781583,1.2,79.20577781,79.20577781,10.0,43.271562239299996,43.271562239299996,0.3708316309606019
Customer behavior analysis,Data Analyst,77571f19,Data Analyst,1.5,2,54,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,77.8103933242,100.0,100.0,5.536442394,1.0,79.32087607,79.32087607,0.0,42.745064317099995,51.29407718051999,0.6235196628970202
Customer behavior analysis,Data Analyst,7L762383,Data Analyst,4.0,0,59,DATA ANALYST,1 tahun 10 bulan,MIDDLE,22,63.2588118579,88.5,94.96527778,2.554920958,1.0,68.65055253,68.65055253,0.0,38.2647928409,45.91775140908,0.45417960081075076
Customer behavior analysis,Data Analyst,7b6d04c9,Data Analyst,3.0,3,2,DATA ANALYST,4 tahun 5 bulan,MIDDLE,53,73.2388159429,86.0,100.0,4.742239915,1.0,70.9884555,70.9884555,4.0,39.033881414999996,46.840657697999994,0.48324871137241626
Customer behavior analysis,Data Analyst,7ba9df08,Data Analyst,5.0,0,25,DATA ANALYST,3 tahun 1 bulan,MIDDLE,37,56.631039916,92.5,96.35416667,0.0,1.2,82.079429,82.079429,0.0,45.85209737,55.022516844,0.7409556649065314
Customer behavior analysis,Data Analyst,7d317bd2,Data Scientist,1.5,2,90,DATA ANALYST,4 tahun 4 bulan,JUNIOR,52,63.7458566762,86.5,86.37152778,3.794124597,1.0,67.4194445,67.4194445,6.0,36.437305585,36.437305585,0.15557059668687576
Customer behavior analysis,Data Analyst,7dc30989,Data Scientist,3.25,1,73,DATA SCIENTIST,3 tahun 4 bulan,JUNIOR,40,92.1873832863,90.0,0.0,8.045322081,1.0,76.69106422,76.69106422,4.0,42.173764036600005,42.173764036600005,0.33625388703166215
Customer behavior analysis,Data Analyst,7fe7bd2c,Data Scientist,3.75,0,65,DATA SCIENTIST,2 tahun 2 bulan,JUNIOR,26,39.5228291321,89.5,99.30555556,6.121971713,1.0,63.07245784,63.07245784,5.0,35.190902655200006,35.190902655200006,0.11631219634252558
Customer behavior analysis,Data Analyst,8126543f,Data Scientist,3.25,0,85,DATA SCIENTIST,3 tahun 1 bulan,JUNIOR,37,63.1813433708,90.0,99.30555556,6.700326893,1.0,70.28096361,70.28096361,0.0,38.776410713299995,38.776410713299995,0.2292462302872073
Customer behavior analysis,Data Analyst,8387045b,Data Scientist,3.5,1,69,DATA SCIENTIST,4 tahun 4 bulan,MIDDLE,52,85.768554505,94.0,98.61111111,53.90204421,1.2,99.0,99.0,10.0,54.11500000000001,54.11500000000001,0.7123712812139241
Customer behavior analysis,Data Analyst,859bd42e,Data Scientist,3.5,0,95,DATA SCIENTIST,3 tahun 5 bulan,JUNIOR,41,91.9510387488,95.0,100.0,9.232623263,1.0,81.52852324,81.52852324,1.0,44.855117317200005,44.855117317200005,0.4207094334987451
Customer behavior analysis,Data Analyst,85e8c8f1,Data Scientist,4.25,0,105,DATA SCIENTIST,2 tahun 9 bulan,JUNIOR,33,86.9119456117,93.0,100.0,3.409887033,1.1,86.02380765,86.02380765,0.0,47.5901180545,47.5901180545,0.5068547331605857
Customer behavior analysis,Data Analyst,8K760816,Data Analyst,4.0,0,15,DATA ANALYST,2 tahun 8 bulan,MIDDLE,32,52.4918446546,98.5,100.0,3.455357726,1.0,70.91183125,70.91183125,8.0,39.46327056250001,47.355924675000004,0.4994782602475425
Customer behavior analysis,Data Analyst,9ab9d681,Data Scientist,4.0,1,18,DATA SCIENTIST,3 tahun 0 bulan,MIDDLE,36,31.3339898458,92.0,100.0,52.63227356,1.0,68.97507879,68.97507879,3.0,38.436791758700004,38.436791758700004,0.2185491302038854
Customer behavior analysis,Data Analyst,a016ffe0,Data Scientist,4.0,1,26,DATA SCIENTIST,3 tahun 1 bulan,MIDDLE,37,82.0345763308,64.0,34.49197861,6.239432544,1.2,71.75887324,71.75887324,3.0,39.912202817200004,39.912202817200004,0.2650206817561344
Customer behavior analysis,Data Analyst,a20ce132,Data Analyst,4.75,1,22,DATA ANALYST,2 tahun 9 bulan,MIDDLE,33,84.2864145654,95.0,98.61111111,10.2440888,1.2,95.23244671,95.23244671,0.0,52.70569675630001,63.24683610756001,1.0
Customer behavior analysis,Data Analyst,a77b4e68,Data Scientist,2.5,2,80,MGT,2 tahun 5 bulan,-,29,80.6774626521,90.0,100.0,29.57650728,1.0,78.85832029,78.85832029,0.0,42.969909753699994,42.969909753699994,0.36133037437541915
Customer behavior analysis,Data Analyst,a9fcd0c5,Data Analyst,2.75,2,23,DATA ANALYST,2 tahun 1 bulan,MIDDLE,25,86.9994864617,91.5,100.0,7.075545771,1.1,85.847875,85.847875,9.0,46.79187375,56.1502485,0.776476233555507
Customer behavior analysis,Data Analyst,ae73e946,Data Analyst,1.5,2,72,DATA SCIENTIST,3 tahun 5 bulan,JUNIOR,41,83.7572654062,85.0,97.91666667,10.90515878,1.0,74.34235311,74.34235311,7.0,40.106447148300006,48.12773657796001,0.5237882967152847
Customer behavior analysis,Data Analyst,afb96c1d,Data Analyst,3.75,0,19,DATA ANALYST,2 tahun 8 bulan,JUNIOR,32,77.4700746967,84.5,100.0,6.630101873,1.0,71.7649257,71.7649257,2.0,39.79791062100001,47.757492745200004,0.5121265938549976
Customer behavior analysis,Data Analyst,aff5a1f7,Data Engineer,3.75,3,96,DATA ENGINEER,2 tahun 7 bulan,JUNIOR,31,69.9306139125,90.0,98.61111111,7.174163182,1.2,86.72069722,86.72069722,0.0,47.72446952660001,47.72446952660001,0.5110864496885638
Customer behavior analysis,Data Analyst,b0519d51,Data Scientist,3.0,0,43,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,66.8638392858,92.0,99.30555556,4.723839233,1.1,79.24054742,79.24054742,0.0,43.407490132599996,43.407490132599996,0.37511300059280567
Customer behavior analysis,Data Analyst,b7ddf289,Artificial Intelligence Engineer,3.0,1,44,DATA SCIENTIST,1 tahun 2 bulan,JUNIOR,14,78.282819795,95.0,100.0,11.82325385,1.0,77.94660283,77.94660283,9.0,42.7216994999,42.7216994999,0.35351240694267516
Customer behavior analysis,Data Analyst,be2d891b,Data Scientist,3.0,1,14,AI ENGINEER,2 tahun 3 bulan,JUNIOR,27,70.2197654063,95.0,0.0,0.33375087,1.3,92.33751534,92.33751534,3.0,50.348883130199994,50.348883130199994,0.5937485467167053
Customer behavior analysis,Data Analyst,beb45f59,Data Analyst,3.25,2,68,DATA ANALYST,3 tahun 4 bulan,MIDDLE,40,86.1330823996,80.0,98.61111111,6.436879162,1.0,71.94756403,71.94756403,2.0,39.6597089359,47.59165072308,0.5069030081728391
Customer behavior analysis,Data Analyst,c0b0190c,Data Analyst,3.75,1,17,DATA SCIENTIST,6 tahun 5 bulan,MIDDLE,77,29.2835988563,84.0,22.19251337,4.068139436,1.0,53.16264673,53.16264673,29.0,29.9387027669,35.92644332028,0.13947978461503852
Customer behavior analysis,Data Analyst,c13b7f6c,Data Analyst,2.75,2,34,DATA ANALYST,3 tahun 1 bulan,MIDDLE,37,87.4991246496,90.0,100.0,12.60600857,1.0,78.2842696,78.2842696,8.0,42.783162888,51.3397954656,0.6249596681279258
Customer behavior analysis,Data Analyst,c4acf473,Data Analyst,3.0,3,107,DATA ANALYST,2 tahun 9 bulan,JUNIOR,33,79.9589169,86.5,93.31597222,0.0,1.0,72.02498398,72.02498398,0.0,39.5832415094,47.49988981127999,0.5040127818060048
Customer behavior analysis,Data Analyst,c5c364b3,Data Analyst,3.0,0,60,DATA ANALYST,1 tahun 1 bulan,JUNIOR,13,40.932846055,100.0,16.57754011,1.742317797,1.0,64.65542017,64.65542017,0.0,35.6773726901,42.81284722812,0.3563833196462525
Customer behavior analysis,Data Analyst,c615b19e,Data Engineer,3.0,3,63,DATA SCIENTIST,4 tahun 4 bulan,JUNIOR,52,71.0338060221,88.0,96.52777778,3.953496176,1.0,70.97960925,70.97960925,9.0,39.02919290249999,39.02919290249999,0.23720820160985756
Customer behavior analysis,Data Analyst,ccc8525a,Data Scientist,3.75,1,47,DATA SCIENTIST,1 tahun 0 bulan,BASIC,12,75.7084500467,90.0,0.0,0.0,1.0,70.11863666,70.11863666,16.0,38.92537742980001,38.92537742980001,0.23393828841264774
Customer behavior analysis,Data Analyst,cdb6bf28,Artificial Intelligence Engineer,4.5,1,6,AI ENGINEER,7 tahun 1 bulan,MIDDLE,85,81.6822187204,91.0,0.0,3.667866596,1.3,95.09100733,95.09100733,14.0,52.5132338849,52.5132338849,0.6619198791021678
Customer behavior analysis,Data Analyst,cf9338b5,Data Scientist,2.75,0,74,DATA SCIENTIST,1 tahun 0 bulan,BASIC,12,82.0043154762,90.0,35.29411765,3.321482848,1.0,72.67275856,72.67275856,8.0,39.8090620368,39.8090620368,0.2617720195844065
Customer behavior analysis,Data Analyst,d08b974d,Data Analyst,3.0,0,86,DATA ANALYST,2 tahun 9 bulan,MIDDLE,33,58.8772058825,93.5,97.91666667,0.871158899,1.0,69.7799626,69.7799626,0.0,38.393380178,46.0720562136,0.45903979461009864
Customer behavior analysis,Data Analyst,d8c9672c,Data Analyst,4.0,1,82,DATA ANALYST,2 tahun 4 bulan,MIDDLE,28,73.7417775442,90.5,95.05208333,9.595209262,1.0,73.7469197,73.7469197,0.0,40.96586744100001,49.15904092920001,0.5562716599438574
Customer behavior analysis,Data Analyst,ecc200ca,Data Engineer,2.75,3,56,DATA ENGINEER,1 tahun 9 bulan,MIDDLE,21,71.0850840338,89.0,99.30555556,5.758942974,1.2,86.333236,86.333236,2.0,47.04911508,47.04911508,0.48981456833698916
Customer behavior analysis,Data Analyst,eed0f189,Data Analyst,2.5,3,45,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,69.240079365,96.0,70.49910873,48.01347408,1.0,79.53001534,79.53001534,4.0,43.325908130200006,51.99108975624001,0.6454737181133812
Customer behavior analysis,Data Analyst,f007ee36,Artificial Intelligence Engineer,3.25,0,70,AI ENGINEER,2 tahun 0 bulan,MIDDLE,24,40.1500350142,90.0,99.30555556,2.332863117,1.3,81.80872206,81.80872206,2.0,44.8861226918,44.8861226918,0.4216860209086194
Customer behavior analysis,Data Analyst,f2f08a05,Data Engineer,1.25,3,94,DATA ENGINEER,2 tahun 5 bulan,JUNIOR,29,59.4675711954,87.0,99.30555556,7.027424482,1.2,81.33092925,81.33092925,1.0,43.6928925025,43.6928925025,0.3841024214525261
Customer behavior analysis,Data Analyst,f6f88029,Data Analyst,1.5,2,100,MGT,4 tahun 3 bulan,-,51,4.3391106446,90.0,78.20855615,6.010278684,1.0,48.76020407,48.76020407,0.0,26.5479081571,31.85748978852,0.011318495104891812
Customer behavior analysis,Data Analyst,fbc7621c,Data Scientist,2.5,0,93,DATA SCIENTIST,8 tahun 6 bulan,MIDDLE,102,58.3732609713,75.0,100.0,12.17940809,1.0,62.37965806,62.37965806,0.0,34.2362187718,34.2362187718,0.08624217548431826
Customer behavior analysis,Data Analyst,ff56a859,Data Scientist,4.5,0,97,DATA SCIENTIST,4 tahun 3 bulan,JUNIOR,51,71.9907037817,89.5,95.83333333,11.98196147,1.0,73.15820762,73.15820762,3.0,40.888850038600005,40.888850038600005,0.2957824897527435
"Data extraction, transformation, and visualization",Data Analyst,006bac9a,Data Analyst,3.032258064516129,3,7,DATA ANALYST,2 tahun 5 bulan,JUNIOR,29,24.3446545288,90.0,100.0,10.68886874,1.0,59.64183706,59.64183706,2.0,33.03533493212258,39.642401918547094,0.2652149448722569
"Data extraction, transformation, and visualization",Data Analyst,00c74be4,Data Scientist,2.6451612903225805,3,106,DATA SCIENTIST,5 tahun 10 bulan,MIDDLE,70,65.8296276846,90.0,70.58823529,2.714292537,1.0,67.48966658,67.48966658,9.0,37.01274909385162,37.01274909385162,0.18244711371705966
"Data extraction, transformation, and visualization",Data Analyst,01c8c0ef,Data Scientist,3.7419354838709675,1,67,DATA SCIENTIST,2 tahun 2 bulan,SENIOR,26,77.0315563725,92.0,96.35416667,6.32783673,1.1,82.53917202,82.53917202,3.0,45.50447084801935,45.50447084801935,0.4497224687621736
"Data extraction, transformation, and visualization",Data Analyst,01d1846b,Data Analyst,2.870967741935484,0,77,DATA ANALYST,4 tahun 3 bulan,JUNIOR,51,76.130287115,84.0,91.92708333,7.89858338,1.0,70.77981892,70.77981892,2.0,38.86265886630968,46.63519063957161,0.4853116628611608
"Data extraction, transformation, and visualization",Data Analyst,03ad7f49,Data Scientist,2.2903225806451615,2,91,DATA SCIENTIST,3 tahun 4 bulan,JUNIOR,40,75.1958741829,90.0,0.0,4.519739335,1.0,70.74391915,70.74391915,2.0,38.57072876240323,38.57072876240323,0.2314842325864841
"Data extraction, transformation, and visualization",Data Analyst,0514ff91,Data Scientist,2.838709677419355,0,37,DATA SCIENTIST,3 tahun 4 bulan,MIDDLE,40,75.6379551821,90.0,100.0,11.44256681,1.0,74.661971,74.661971,4.0,40.905038178387095,40.905038178387095,0.3049561851544105
"Data extraction, transformation, and visualization",Data Analyst,056cd3f9,Data Engineer,3.6129032258064515,3,48,DATA ENGINEER,7 tahun 7 bulan,SENIOR,91,80.4681314192,90.0,34.22459893,5.168397654,1.3,94.26532683,94.26532683,0.0,51.65868773602904,51.65868773602904,0.6434252950423827
"Data extraction, transformation, and visualization",Data Analyst,05eed8dc,Data Engineer,3.193548387096774,3,49,DATA ENGINEER,2 tahun 5 bulan,MIDDLE,29,62.7957662233,95.0,99.21875,8.595362988,1.2,87.48866032,87.48866032,8.0,47.869957711535484,47.869957711535484,0.5241757256638763
"Data extraction, transformation, and visualization",Data Analyst,106760ca,Data Engineer,4.903225806451613,1,21,DATA ENGINEER,1 tahun 11 bulan,MIDDLE,23,71.4513888888,91.25,100.0,8.016044212,1.2,88.25251765,88.25251765,3.0,49.07835048353226,49.07835048353226,0.5622096623046844
"Data extraction, transformation, and visualization",Data Analyst,123117c9,Data Analyst,1.935483870967742,2,32,DATA ANALYST,4 tahun 2 bulan,MIDDLE,50,70.4449813258,95.0,100.0,3.648580437,1.0,74.43733436,74.43733436,2.0,40.361464630154835,48.4337575561858,0.5419212203957703
"Data extraction, transformation, and visualization",Data Analyst,14d4dbd6,Data Analyst,2.032258064516129,2,108,DATA ANALYST,4 tahun 2 bulan,JUNIOR,50,79.6974498133,80.5,98.4375,3.111615146,1.0,69.81056917,69.81056917,9.0,37.95476295042258,45.54571554050709,0.45102063774927875
"Data extraction, transformation, and visualization",Data Analyst,1551c5ff,Data Analyst,2.2580645161290325,2,66,DATA ANALYST,2 tahun 5 bulan,JUNIOR,29,79.0374358075,90.0,100.0,15.2788331,1.0,76.22782609,76.22782609,2.0,41.46203815028065,49.75444578033677,0.5834896354042585
"Data extraction, transformation, and visualization",Data Analyst,1667415a,Data Analyst,3.129032258064516,0,50,DATA ANALYST,4 tahun 1 bulan,JUNIOR,49,73.4773576096,90.0,100.0,10.26693491,1.0,73.85696587,73.85696587,1.0,40.61483707239032,48.737804486868384,0.5514910407103231
"Data extraction, transformation, and visualization",Data Analyst,1672e04a,Data Analyst,3.5806451612903225,3,41,DATA ANALYST,4 tahun 3 bulan,JUNIOR,51,69.8277310925,86.0,100.0,7.456011595,1.0,70.40596081,70.40596081,4.0,38.99806245510645,46.797674946127735,0.4904258260404633
"Data extraction, transformation, and visualization",Data Analyst,17466c54,Data Analyst,2.2903225806451615,2,11,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,49.8728816529,90.0,100.0,7.676082801,1.0,66.60685575,66.60685575,0.0,36.378085160403224,43.65370219248387,0.39146987125191807
"Data extraction, transformation, and visualization",Data Analyst,1893af41,Data Analyst,2.2903225806451615,2,103,DATA SCIENTIST,1 tahun 1 bulan,JUNIOR,13,37.5269607842,98.0,29.01069519,0.0,1.0,62.25313576,62.25313576,3.0,34.070613565703226,40.88473627884387,0.3043171866608667
"Data extraction, transformation, and visualization",Data Analyst,1dbecdbe,Data Scientist,2.4193548387096775,0,4,DATA SCIENTIST,2 tahun 3 bulan,JUNIOR,27,85.3527602713,90.0,99.30555556,6.414697312,1.0,76.68127695,76.68127695,5.0,41.77817355769355,41.77817355769355,0.3324379580224447
"Data extraction, transformation, and visualization",Data Analyst,29e9efd9,Data Engineer,3.6451612903225805,3,61,DATA ENGINEER,3 tahun 1 bulan,MIDDLE,37,72.8804563492,94.0,99.30555556,9.72908414,1.2,90.62742563,90.62742563,0.0,49.74576139035162,49.74576139035162,0.5832162958526542
"Data extraction, transformation, and visualization",Data Analyst,2d801262,Data Analyst,3.2580645161290325,0,9,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,80.3460259104,90.0,95.74652778,10.27336667,1.1,83.12594823,83.12594823,9.0,45.58804288448065,54.70565146137678,0.739327908797032
"Data extraction, transformation, and visualization",Data Analyst,31e8a51f,Data Scientist,2.4838709677419355,0,98,DATA SCIENTIST,2 tahun 9 bulan,JUNIOR,33,52.8933765175,90.0,65.10695187,6.407601293,1.0,64.07121964,64.07121964,0.0,35.125165764038705,35.125165764038705,0.12303578121486435
"Data extraction, transformation, and visualization",Data Analyst,3350383a,Artificial Intelligence Engineer,4.32258064516129,1,30,AI ENGINEER,3 tahun 9 bulan,MIDDLE,45,54.1797239725,95.5,96.44097222,11.49637749,1.3,92.17002068,92.17002068,0.0,50.88172386362581,50.88172386362581,0.6189705023789421
"Data extraction, transformation, and visualization",Data Analyst,365fc87a,Data Analyst,2.6451612903225805,0,110,DATA ANALYST,2 tahun 5 bulan,BASIC,29,80.8585434175,90.0,8.155080214,6.607477284,1.0,72.88466719,72.88466719,3.0,39.87209941715162,47.84651930058194,0.5234380060599305
"Data extraction, transformation, and visualization",Data Analyst,36cf70f2,Artificial Intelligence Engineer,3.5806451612903225,1,58,AI ENGINEER,2 tahun 5 bulan,MIDDLE,29,43.5532358775,89.5,100.0,11.83988942,1.3,84.69716654,84.69716654,4.0,46.57240149200645,46.57240149200645,0.48333538617731603
"Data extraction, transformation, and visualization",Data Analyst,3951d86b,Data Scientist,4.419354838709677,1,78,DATA SCIENTIST,3 tahun 1 bulan,JUNIOR,37,55.4426062092,95.0,100.0,4.279280813,1.0,70.17243405,70.17243405,0.0,39.26848682069355,39.26848682069355,0.25344603705488944
