Responsibilities,Role,UNIQUE ID,Avg_SkillScore,Cluster,ROLE,LAMA KERJA BERJALAN,GRADE,Durasi Bulan,Technical Score,Personal Evaluation Score ,Discipline Score ,Development Score,Expert Judgement,Capability Score,scoring_eval,job_count,d,finalscore,finalscore_scaled
Ensure data security and integrity,Data Engineer,00270615,2.3333333333333335,0,DATA ANALYST,3 tahun 9 bulan,JUNIOR,45,93.10344828,75.0,98.9814814815,29.9520058526,1.0,75.0818725109,75.0818725109,1.0,40.89005909744367,40.89005909744367,0.3289094261576513
Ensure data security and integrity,Data Engineer,00277DF9,1.3333333333333333,0,AI ENGINEER,0 tahun 5 bulan,MIDDLE,5,,,,,,,,4.0,,,
Ensure data security and integrity,Data Engineer,002D5AC9,4.0,3,DATA SCIENTIST,3 tahun 8 bulan,MIDDLE,44,78.88888889,92.0,97.4707602339,57.4757263933,1.0,83.3553945397,83.3553945397,3.0,46.058359106041,46.058359106041,0.575326399574248
Ensure data security and integrity,Data Engineer,002DF96D,4.0,3,DATA SCIENTIST,5 tahun 0 bulan,MIDDLE,60,78.88888889,91.0,46.8542261807,5.4541409456,1.1,78.7985129608,78.7985129608,15.0,43.643211869224004,43.643211869224004,0.4601757172489355
Ensure data security and integrity,Data Engineer,002E9001,3.6666666666666665,1,DATA ENGINEER,7 tahun 8 bulan,SENIOR,92,,,,,,,,10.0,,,
Ensure data security and integrity,Data Engineer,002EC9F6,1.3333333333333333,2,DATA SCIENTIST,4 tahun 7 bulan,MIDDLE,55,97.22222222,96.5,83.7230473171,43.7450704533,1.1,96.6970538768,96.6970538768,0.0,51.876105221370665,51.876105221370665,0.8527080119924426
Ensure data security and integrity,Data Engineer,00302AE1,3.3333333333333335,1,DATA ENGINEER,2 tahun 5 bulan,MIDDLE,29,84.70588235,89.0,97.8411306043,0.4301677875,1.2,90.0022582512,90.0022582512,2.0,49.267863539802676,49.267863539802676,0.728350869403611
Ensure data security and integrity,Data Engineer,00306ABB,3.6666666666666665,1,DATA ENGINEER,3 tahun 3 bulan,JUNIOR,39,94.11764706,90.0,96.5971692516,0.0,1.2,93.696777586,93.696777586,3.0,51.382625453913334,51.382625453913334,0.8291796195738756
Ensure data security and integrity,Data Engineer,0031857D,3.0,3,DATA SCIENTIST,2 tahun 11 bulan,MIDDLE,35,90.0,,97.6042024997,10.2336902669,1.0,70.0282735258,70.0282735258,5.0,38.524984968674,38.524984968674,0.2161461562724177
Ensure data security and integrity,Data Engineer,0037569D,2.6666666666666665,1,AI ENGINEER,2 tahun 8 bulan,MIDDLE,32,82.89473684,90.0,98.498389694,6.7355847106,1.3,98.749547614,98.749547614,21.0,53.59059356875333,53.59059356875333,0.9344523048580416
Ensure data security and integrity,Data Engineer,00392144,2.6666666666666665,0,DATA SCIENTIST,4 tahun 10 bulan,MIDDLE,58,85.0,90.5,98.9522417154,10.5154493741,1.0,77.4187076743,77.4187076743,15.0,42.28524840071233,42.28524840071233,0.39543000833801495
Ensure data security and integrity,Data Engineer,003A7A13,2.0,0,DATA SCIENTIST,2 tahun 10 bulan,JUNIOR,34,82.5,89.5,96.6027405114,1.0754194688,1.0,74.6209033424,74.6209033424,5.0,40.489078771472,40.489078771472,0.3097912716075723
Ensure data security and integrity,Data Engineer,003B384C,4.0,3,DATA SCIENTIST,2 tahun 10 bulan,SENIOR,34,80.0,92.0,96.3395202983,44.3903221346,1.1,89.794363496,89.794363496,3.0,49.471012652880006,49.471012652880006,0.7380367215239425
Ensure data security and integrity,Data Engineer,003C6A0D,2.3333333333333335,0,DATA ANALYST,1 tahun 9 bulan,JUNIOR,21,76.20689655,98.0,45.3968253968,2.3230903964,1.0,73.7283503902,73.7283503902,7.0,40.17269237347267,40.17269237347267,0.2947064316223771
Ensure data security and integrity,Data Engineer,003CFD5B,3.0,1,DATA ENGINEER,3 tahun 8 bulan,MIDDLE,44,77.5,80.0,98.9522417154,3.0893274449,1.3,89.6443972996,89.6443972996,0.0,48.921530568788,48.921530568788,0.711838220685493
Ensure data security and integrity,Data Engineer,003D5583,2.3333333333333335,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,98.61111111,90.0,98.9522417154,31.463471719,1.0,84.2841556523,84.2841556523,1.0,45.76726916238567,45.76726916238567,0.5614476574756401
Ensure data security and integrity,Data Engineer,0042FA00,2.0,0,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,80.68965517,90.0,98.9522417154,38.3427977748,1.0,80.1122536136,80.1122536136,2.0,43.399494415208004,43.399494415208004,0.4485556260608235
Ensure data security and integrity,Data Engineer,00430780,2.3333333333333335,2,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,87.93103448,86.0,92.1643347143,0.4301677875,1.0,74.0835656652,74.0835656652,2.0,40.360956469222664,40.360956469222664,0.30368258792146086
Ensure data security and integrity,Data Engineer,00434E84,3.6666666666666665,1,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,80.27777778,95.0,96.1220230528,0.0,1.0,76.485383457,76.485383457,4.0,42.260586565543335,42.260586565543335,0.39425416816404424
Ensure data security and integrity,Data Engineer,00456E77,2.6666666666666665,1,DATA SCIENTIST,1 tahun 8 bulan,BASIC,20,75.55555556,90.0,17.7777777778,0.0,,67.4044956827,67.4044956827,8.0,36.977716045164335,36.977716045164335,0.14237464057894628
Ensure data security and integrity,Data Engineer,0045D05E,2.0,1,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,73.75,85.0,96.7440037291,55.491056416,1.0,78.0721708555,78.0721708555,7.0,42.318250553415005,42.318250553415005,0.39700350263434037
Ensure data security and integrity,Data Engineer,00464297,1.0,2,MGT,4 tahun 11 bulan,-,59,,,,,,,,1.0,,,
Ensure data security and integrity,Data Engineer,005139FE,2.3333333333333335,0,DATA ANALYST,4 tahun 1 bulan,MIDDLE,49,79.13793103,85.0,98.9522417154,0.4301677875,1.0,71.4912919476,71.4912919476,2.0,38.98705139889467,38.98705139889467,0.23817680678863862
Ensure data security and integrity,Data Engineer,0052D29A,3.6666666666666665,1,DATA ANALYST,5 tahun 1 bulan,SENIOR,61,73.10344828,86.0,97.7192982456,51.2417874977,1.0,77.8012250633,77.8012250633,4.0,42.95798261688233,42.95798261688233,0.4275049902830723
Ensure data security and integrity,Data Engineer,00563DC3,3.6666666666666665,0,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,76.20689655,96.0,3.7037037037,53.3266455725,1.0,77.6344597313,77.6344597313,4.0,42.86959699092234,42.86959699092234,0.4232908931125592
Ensure data security and integrity,Data Engineer,00630639,3.0,1,DATA SCIENTIST,9 tahun 2 bulan,MIDDLE,110,80.0,75.0,98.9522417154,54.8821326185,1.0,75.0274646513,75.0274646513,0.0,41.174556265189,41.174556265189,0.34247383435856454
Ensure data security and integrity,Data Engineer,0073D075,2.6666666666666665,3,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,91.66666667,93.0,58.0116959064,8.2492354431,1.0,77.500618325,77.500618325,4.0,42.32866104558334,42.32866104558334,0.3974998596506959
Ensure data security and integrity,Data Engineer,0084C542,2.3333333333333335,0,DATA ANALYST,4 tahun 0 bulan,MIDDLE,48,74.48275862,80.0,98.9522417154,0.0,1.0,67.6149808506,67.6149808506,2.0,36.93260651748467,36.93260651748467,0.1402238843796962
Ensure data security and integrity,Data Engineer,00897237,1.6666666666666667,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,93.10344828,92.5,94.1423001949,2.5085548458,1.2,95.0743558155,95.0743558155,8.0,51.172741915548336,51.172741915548336,0.8191726799210235
Ensure data security and integrity,Data Engineer,0097B743,2.3333333333333335,0,MGT,3 tahun 1 bulan,-,37,90.27777778,,98.9522417154,37.0103448893,1.0,77.3225695827,77.3225695827,5.0,42.07762854549767,42.07762854549767,0.38553099778172306
Ensure data security and integrity,Data Engineer,009C501C,3.0,0,DATA ANALYST,2 tahun 9 bulan,MIDDLE,33,71.72413793,91.5,99.537037037,45.8959093909,1.1,87.3635004212,87.3635004212,9.0,47.712655223236,47.712655223236,0.6542008150795222
Ensure data security and integrity,Data Engineer,017F0DF6,3.0,3,AI ENGINEER,3 tahun 8 bulan,JUNIOR,44,84.07894737,90.0,75.790084404,1.3470096476,1.3,96.1634426675,96.1634426675,9.0,52.37662461377499,52.37662461377499,0.8765720434162032
Integrate AI solutions into business applications,AI Engineer,0000ECE6,2.0,2,DATA ANALYST,4 tahun 10 bulan,JUNIOR,58,,,,,,,,9.0,,,
Integrate AI solutions into business applications,AI Engineer,0001741A,4.666666666666667,3,DATA SCIENTIST,4 tahun 11 bulan,JUNIOR,59,88.75,89.5,96.4930913886,12.6845989445,1.0,78.1787671463,78.1787671463,3.0,43.62807992087234,43.62807992087234,0.46692388528533757
Integrate AI solutions into business applications,AI Engineer,00017D8B,4.0,3,DATA ENGINEER,3 tahun 9 bulan,SENIOR,45,86.02941176,94.0,88.8888888889,14.482615467,1.2,95.2346475844,95.2346475844,0.0,52.354363219732,52.354363219732,0.8829802899258997
Integrate AI solutions into business applications,AI Engineer,00049B4B,1.3333333333333333,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,76.66666667,,99.4152046784,13.616265803,1.0,62.6570672707,62.6570672707,8.0,33.83491232013767,33.83491232013767,0.0
Integrate AI solutions into business applications,AI Engineer,0004E1C5,2.6666666666666665,1,AI ENGINEER,1 tahun 0 bulan,MIDDLE,12,98.68421053,,85.4256716671,27.4434510067,1.2,94.462392646,94.462392646,3.0,51.318401435713334,51.318401435713334,0.8335871496344134
Integrate AI solutions into business applications,AI Engineer,00050DC9,1.6666666666666667,2,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,73.27586207,90.0,93.7469277057,9.2877346217,1.1,80.5550616974,80.5550616974,9.0,43.477516032955336,43.477516032955336,0.4597452196690564
Integrate AI solutions into business applications,AI Engineer,00055602,1.3333333333333333,0,DATA SCIENTIST,0 tahun 9 bulan,JUNIOR,9,80.27777778,84.0,0.0,0.0,1.2,77.5622022708,77.5622022708,1.0,41.73463387019067,41.73463387019067,0.37664715127987247
Integrate AI solutions into business applications,AI Engineer,0006B570,2.6666666666666665,3,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,75.86206897,86.0,98.469149928,0.8603355751,1.0,71.0634376852,71.0634376852,4.0,38.916955306489335,38.916955306489335,0.24230436495301136
Integrate AI solutions into business applications,AI Engineer,0006F238,3.3333333333333335,1,DATA SCIENTIST,4 tahun 8 bulan,MIDDLE,56,97.22222222,,98.9522417154,54.9046621779,1.1,95.020460512,95.020460512,7.0,51.92751073802667,51.92751073802667,0.8626285888903134
Integrate AI solutions into business applications,AI Engineer,0008CEE3,4.0,3,DATA ENGINEER,8 tahun 3 bulan,SENIOR,99,88.23529412,93.0,81.2753036437,0.0,1.3,99.8654925819,99.8654925819,21.0,54.80871106840701,54.80871106840701,1.0
Integrate AI solutions into business applications,AI Engineer,0008DB3D,3.3333333333333335,3,AI ENGINEER,4 tahun 5 bulan,MIDDLE,53,78.94736842,95.5,97.9135943724,2.0205144715,1.3,99.7997608046,99.7997608046,26.0,54.460539893104674,54.460539893104674,0.9833997083942143
Integrate AI solutions into business applications,AI Engineer,0008EF5A,2.0,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,87.5,70.0,98.9522417154,0.0,1.0,66.4806914307,66.4806914307,2.0,36.174766458271,36.174766458271,0.11156081767621648
Integrate AI solutions into business applications,AI Engineer,00093BBA,1.0,2,MGT,4 tahun 11 bulan,-,59,,,,,,,,1.0,,,
Integrate AI solutions into business applications,AI Engineer,000BC56E,2.3333333333333335,1,DATA ANALYST,3 tahun 2 bulan,JUNIOR,38,77.67241379,89.0,95.0048732943,0.4301677875,1.0,72.7677924824,72.7677924824,2.0,39.663596682338664,39.663596682338664,0.27790313200568645
Integrate AI solutions into business applications,AI Engineer,000BE0C5,3.3333333333333335,3,DATA ANALYST,3 tahun 0 bulan,MIDDLE,36,79.13793103,90.5,96.8024832613,9.3020121433,1.0,75.3882483655,75.3882483655,0.0,41.52243830038167,41.52243830038167,0.36652997735464315
Integrate AI solutions into business applications,AI Engineer,000BF13A,1.0,2,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,85.34482759,84.0,76.9401195515,0.4301677875,1.0,71.3283335517,71.3283335517,2.0,38.274016782401,38.274016782401,0.2116499979589832
Integrate AI solutions into business applications,AI Engineer,000C7109,3.0,1,DATA SCIENTIST,6 tahun 6 bulan,MIDDLE,78,,,,,,,,9.0,,,
Integrate AI solutions into business applications,AI Engineer,000C72E4,3.3333333333333335,1,DATA ENGINEER,5 tahun 0 bulan,MIDDLE,60,76.47058824,91.5,89.9596364099,0.0,1.2,87.8939523114,87.8939523114,3.0,48.150461391708674,48.150461391708674,0.6825444090213871
Integrate AI solutions into business applications,AI Engineer,000CEE2B,1.3333333333333333,0,DATA ANALYST,3 tahun 11 bulan,MIDDLE,47,74.48275862,90.0,98.9522417154,10.5359979556,1.0,74.1194724896,74.1194724896,4.0,39.909987086154665,39.909987086154665,0.28965066552468394
Integrate AI solutions into business applications,AI Engineer,000FCFC2,4.666666666666667,3,AI ENGINEER,1 tahun 10 bulan,JUNIOR,22,80.52631579,95.0,98.9522417154,34.6152175938,1.0,81.9618884287,81.9618884287,16.0,45.63313420054433,45.63313420054433,0.5625219361552327
Integrate AI solutions into business applications,AI Engineer,00101A0D,1.3333333333333333,0,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,82.5,94.0,39.414983165,7.0665492569,1.0,73.9040356956,73.9040356956,2.0,39.79580558533467,39.79580558533467,0.2842066588289766
Integrate AI solutions into business applications,AI Engineer,00103C57,3.6666666666666665,1,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,80.60344828,81.5,80.2615189223,5.8627640301,1.0,69.7620596418,69.7620596418,15.0,38.697224943487335,38.697224943487335,0.23182794312598629
Integrate AI solutions into business applications,AI Engineer,00104933,1.0,2,MGT,3 tahun 11 bulan,-,47,89.65517241,,98.469149928,8.7007929068,1.0,69.5023814571,69.5023814571,1.0,37.306262172263004,37.306262172263004,0.16550887580208976
Integrate AI solutions into business applications,AI Engineer,001356B3,2.3333333333333335,1,DATA SCIENTIST,1 tahun 10 bulan,JUNIOR,22,98.61111111,,98.9522417154,37.4823489904,1.0,82.7234066868,82.7234066868,7.0,44.94007221067067,44.94007221067067,0.5294777557379465
Integrate AI solutions into business applications,AI Engineer,0013A32D,1.0,2,MGT,5 tahun 9 bulan,-,69,79.13793103,99.0,88.8109161793,8.7722486646,1.0,78.9526210358,78.9526210358,1.0,42.314889148974,42.314889148974,0.40431287296184515
Integrate AI solutions into business applications,AI Engineer,0013D24E,2.3333333333333335,1,DATA SCIENTIST,4 tahun 9 bulan,JUNIOR,57,66.25,92.0,97.9135943724,0.0,1.1,78.1589269578,78.1589269578,0.0,42.52089795430067,42.52089795430067,0.41413507101948954
Integrate AI solutions into business applications,AI Engineer,0014B046,2.3333333333333335,1,DATA SCIENTIST,7 tahun 8 bulan,SENIOR,92,84.72222222,87.0,0.0,0.0,1.0,67.4019777006,67.4019777006,6.0,36.81971484798466,36.81971484798466,0.14231101211902716
Integrate AI solutions into business applications,AI Engineer,0014CA34,1.3333333333333333,0,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,82.5,95.0,99.537037037,30.4375931247,1.0,81.9453180716,81.9453180716,1.0,44.05768524461467,44.05768524461467,0.4874068377966359
Integrate AI solutions into business applications,AI Engineer,0014EEF4,4.333333333333333,1,DATA ENGINEER,2 tahun 11 bulan,MIDDLE,35,85.0,93.5,80.9809654856,9.0371304039,1.2,92.960313373,92.960313373,8.0,51.30563275435667,51.30563275435667,0.8329783576120472
Integrate AI solutions into business applications,AI Engineer,0014F3E9,3.3333333333333335,3,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,75.86206897,,98.257797271,12.7921561676,1.0,61.80993377,61.80993377,2.0,34.32593156476667,34.32593156476667,0.023411078294508655
Integrate AI solutions into business applications,AI Engineer,001ABDF5,3.3333333333333335,1,DATA ANALYST,3 tahun 4 bulan,MIDDLE,40,82.24137931,98.5,98.9522417154,50.3029972195,1.0,86.5446547165,86.5446547165,8.0,47.43533366641167,47.43533366641167,0.6484481666630013
Integrate AI solutions into business applications,AI Engineer,001AE6FC,1.6666666666666667,0,DATA ANALYST,3 tahun 4 bulan,JUNIOR,40,82.24137931,84.5,98.469149928,0.4301677875,,72.1149630886,72.1149630886,2.0,39.00426377029134,39.00426377029134,0.24646710460975607
Integrate AI solutions into business applications,AI Engineer,001F9B47,3.0,1,DATA ENGINEER,3 tahun 1 bulan,JUNIOR,37,58.75,87.0,96.1884481736,8.6577453183,1.2,81.1247503422,81.1247503422,1.0,44.406117681366,44.406117681366,0.5040195859655904
Integrate AI solutions into business applications,AI Engineer,002018BB,1.0,0,DATA SCIENTIST,10 tahun 10 bulan,SENIOR,130,97.22222222,98.0,50.5555555556,43.7450704533,1.0,86.4214334385,86.4214334385,18.0,46.273359722405004,46.273359722405004,0.5930469511772969
Integrate AI solutions into business applications,AI Engineer,0020C6B5,3.6666666666666665,3,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,75.86206897,88.5,98.3674463938,3.3392709766,1.0,72.659385698,72.659385698,3.0,40.232807753273335,40.232807753273335,0.3050422820359898
Integrate AI solutions into business applications,AI Engineer,002201AD,1.0,0,DATA ANALYST,4 tahun 10 bulan,MIDDLE,58,91.37931034,95.0,99.537037037,0.4301677875,1.0,80.0052980974,80.0052980974,2.0,42.872807991622004,42.872807991622004,0.4309136260893178
Integrate AI solutions into business applications,AI Engineer,00270615,1.0,0,DATA ANALYST,3 tahun 9 bulan,JUNIOR,45,93.10344828,75.0,98.9814814815,29.9520058526,1.0,75.0818725109,75.0818725109,1.0,40.263392430777,40.263392430777,0.30650051465616274
Integrate AI solutions into business applications,AI Engineer,00277DF9,1.6666666666666667,0,AI ENGINEER,0 tahun 5 bulan,MIDDLE,5,,,,,,,,4.0,,,
Integrate AI solutions into business applications,AI Engineer,002D5AC9,4.0,3,DATA SCIENTIST,3 tahun 8 bulan,MIDDLE,44,78.88888889,92.0,97.4707602339,57.4757263933,1.0,83.3553945397,83.3553945397,3.0,46.058359106041,46.058359106041,0.5827960367414109
Integrate AI solutions into business applications,AI Engineer,002DF96D,3.6666666666666665,3,DATA SCIENTIST,5 tahun 0 bulan,MIDDLE,60,78.88888889,91.0,46.8542261807,5.4541409456,1.1,78.7985129608,78.7985129608,15.0,43.48654520255734,43.48654520255734,0.4601757172489355
Integrate AI solutions into business applications,AI Engineer,002E9001,2.3333333333333335,1,DATA ENGINEER,7 tahun 8 bulan,SENIOR,92,,,,,,,,10.0,,,
Integrate AI solutions into business applications,AI Engineer,002EC9F6,1.0,2,DATA SCIENTIST,4 tahun 7 bulan,MIDDLE,55,97.22222222,96.5,83.7230473171,43.7450704533,1.1,96.6970538768,96.6970538768,0.0,51.719438554704,51.719438554704,0.8527080119924426
Integrate AI solutions into business applications,AI Engineer,00302AE1,2.3333333333333335,1,DATA ENGINEER,2 tahun 5 bulan,MIDDLE,29,84.70588235,89.0,97.8411306043,0.4301677875,1.2,90.0022582512,90.0022582512,2.0,48.79786353980267,48.79786353980267,0.713411595069285
Integrate AI solutions into business applications,AI Engineer,00306ABB,2.6666666666666665,1,DATA ENGINEER,3 tahun 3 bulan,JUNIOR,39,94.11764706,90.0,96.5971692516,0.0,1.2,93.696777586,93.696777586,3.0,50.91262545391333,50.91262545391333,0.8142403452395496
Integrate AI solutions into business applications,AI Engineer,0031857D,3.0,3,DATA SCIENTIST,2 tahun 11 bulan,MIDDLE,35,90.0,,97.6042024997,10.2336902669,1.0,70.0282735258,70.0282735258,5.0,38.524984968674,38.524984968674,0.22361579343958055
Integrate AI solutions into business applications,AI Engineer,0037569D,3.3333333333333335,1,AI ENGINEER,2 tahun 8 bulan,MIDDLE,32,82.89473684,90.0,98.498389694,6.7355847106,1.3,98.749547614,98.749547614,21.0,53.90392690208667,53.90392690208667,0.9568612163595306
Integrate AI solutions into business applications,AI Engineer,00392144,2.0,0,DATA SCIENTIST,4 tahun 10 bulan,MIDDLE,58,85.0,90.5,98.9522417154,10.5154493741,1.0,77.4187076743,77.4187076743,15.0,41.971915067378994,41.971915067378994,0.3879603711708521
Integrate AI solutions into business applications,AI Engineer,003A7A13,2.0,0,DATA SCIENTIST,2 tahun 10 bulan,JUNIOR,34,82.5,89.5,96.6027405114,1.0754194688,1.0,74.6209033424,74.6209033424,5.0,40.489078771472,40.489078771472,0.3172609087747352
Integrate AI solutions into business applications,AI Engineer,003B384C,3.3333333333333335,3,DATA SCIENTIST,2 tahun 10 bulan,SENIOR,34,80.0,92.0,96.3395202983,44.3903221346,1.1,89.794363496,89.794363496,3.0,49.15767931954667,49.15767931954667,0.7305670843567796
Integrate AI solutions into business applications,AI Engineer,003C6A0D,1.0,0,DATA ANALYST,1 tahun 9 bulan,JUNIOR,21,76.20689655,98.0,45.3968253968,2.3230903964,1.0,73.7283503902,73.7283503902,7.0,39.546025706806006,39.546025706806006,0.27229752012088854
Integrate AI solutions into business applications,AI Engineer,003CFD5B,3.0,1,DATA ENGINEER,3 tahun 8 bulan,MIDDLE,44,77.5,80.0,98.9522417154,3.0893274449,1.3,89.6443972996,89.6443972996,0.0,48.921530568788,48.921530568788,0.7193078578526558
Integrate AI solutions into business applications,AI Engineer,003D5583,2.0,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,98.61111111,90.0,98.9522417154,31.463471719,1.0,84.2841556523,84.2841556523,1.0,45.610602495719,45.610602495719,0.5614476574756401
Integrate AI solutions into business applications,AI Engineer,0042FA00,2.6666666666666665,0,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,80.68965517,90.0,98.9522417154,38.3427977748,1.0,80.1122536136,80.1122536136,2.0,43.712827748541336,43.712827748541336,0.47096453756231205
Integrate AI solutions into business applications,AI Engineer,00430780,2.0,2,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,87.93103448,86.0,92.1643347143,0.4301677875,1.0,74.0835656652,74.0835656652,2.0,40.204289802556,40.204289802556,0.30368258792146086
Integrate AI solutions into business applications,AI Engineer,00434E84,3.3333333333333335,1,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,80.27777778,95.0,96.1220230528,0.0,1.0,76.485383457,76.485383457,4.0,42.10391989887667,42.10391989887667,0.39425416816404424
Integrate AI solutions into business applications,AI Engineer,00456E77,2.3333333333333335,1,DATA SCIENTIST,1 tahun 8 bulan,BASIC,20,75.55555556,90.0,17.7777777778,0.0,,67.4044956827,67.4044956827,8.0,36.82104937849767,36.82104937849767,0.14237464057894628
Integrate AI solutions into business applications,AI Engineer,0045D05E,2.0,1,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,73.75,85.0,96.7440037291,55.491056416,1.0,78.0721708555,78.0721708555,7.0,42.318250553415005,42.318250553415005,0.4044731398015032
Integrate AI solutions into business applications,AI Engineer,00464297,1.0,2,MGT,4 tahun 11 bulan,-,59,,,,,,,,1.0,,,
Integrate AI solutions into business applications,AI Engineer,005139FE,2.0,0,DATA ANALYST,4 tahun 1 bulan,MIDDLE,49,79.13793103,85.0,98.9522417154,0.4301677875,1.0,71.4912919476,71.4912919476,2.0,38.830384732228005,38.830384732228005,0.23817680678863862
Integrate AI solutions into business applications,AI Engineer,0052D29A,2.6666666666666665,1,DATA ANALYST,5 tahun 1 bulan,SENIOR,61,73.10344828,86.0,97.7192982456,51.2417874977,1.0,77.8012250633,77.8012250633,4.0,42.48798261688233,42.48798261688233,0.4125657159487463
Integrate AI solutions into business applications,AI Engineer,00563DC3,1.6666666666666667,0,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,76.20689655,96.0,3.7037037037,53.3266455725,1.0,77.6344597313,77.6344597313,4.0,41.929596990922334,41.929596990922334,0.3859427072767446
Integrate AI solutions into business applications,AI Engineer,00630639,2.6666666666666665,1,DATA SCIENTIST,9 tahun 2 bulan,MIDDLE,110,80.0,75.0,98.9522417154,54.8821326185,1.0,75.0274646513,75.0274646513,0.0,41.01788959852233,41.01788959852233,0.34247383435856454
Integrate AI solutions into business applications,AI Engineer,0073D075,2.6666666666666665,3,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,91.66666667,93.0,58.0116959064,8.2492354431,1.0,77.500618325,77.500618325,4.0,42.32866104558334,42.32866104558334,0.40496949681785877
Integrate AI solutions into business applications,AI Engineer,0084C542,2.3333333333333335,0,DATA ANALYST,4 tahun 0 bulan,MIDDLE,48,74.48275862,80.0,98.9522417154,0.0,1.0,67.6149808506,67.6149808506,2.0,36.93260651748467,36.93260651748467,0.14769352154685908
Integrate AI solutions into business applications,AI Engineer,00897237,1.3333333333333333,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,93.10344828,92.5,94.1423001949,2.5085548458,1.2,95.0743558155,95.0743558155,8.0,51.01607524888167,51.01607524888167,0.8191726799210235
Integrate AI solutions into business applications,AI Engineer,0097B743,2.0,0,MGT,3 tahun 1 bulan,-,37,90.27777778,,98.9522417154,37.0103448893,1.0,77.3225695827,77.3225695827,5.0,41.920961878831,41.920961878831,0.38553099778172306
Integrate AI solutions into business applications,AI Engineer,009C501C,2.0,0,DATA ANALYST,2 tahun 9 bulan,MIDDLE,33,71.72413793,91.5,99.537037037,45.8959093909,1.1,87.3635004212,87.3635004212,9.0,47.242655223236,47.242655223236,0.6392615407451965
Integrate AI solutions into business applications,AI Engineer,017F0DF6,3.3333333333333335,3,AI ENGINEER,3 tahun 8 bulan,JUNIOR,44,84.07894737,90.0,75.790084404,1.3470096476,1.3,96.1634426675,96.1634426675,9.0,52.53329128044167,52.53329128044167,0.8915113177505292
Maintain data lakes and warehouses,Data Engineer,0000ECE6,1.75,2,DATA ANALYST,4 tahun 10 bulan,JUNIOR,58,,,,,,,,9.0,,,
Maintain data lakes and warehouses,Data Engineer,0001741A,4.5,3,DATA SCIENTIST,4 tahun 11 bulan,JUNIOR,59,88.75,89.5,96.4930913886,12.6845989445,1.0,78.1787671463,78.1787671463,3.0,43.549746587539005,43.549746587539005,0.45859785821654586
Maintain data lakes and warehouses,Data Engineer,00017D8B,4.75,3,DATA ENGINEER,3 tahun 9 bulan,SENIOR,45,86.02941176,94.0,88.8888888889,14.482615467,1.2,95.2346475844,95.2346475844,0.0,52.706863219732,52.706863219732,0.894381977752769
Maintain data lakes and warehouses,Data Engineer,00049B4B,1.5,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,76.66666667,,99.4152046784,13.616265803,1.0,62.6570672707,62.6570672707,8.0,33.913245653471,33.913245653471,0.0
Maintain data lakes and warehouses,Data Engineer,0004E1C5,2.25,1,AI ENGINEER,1 tahun 0 bulan,MIDDLE,12,98.68421053,,85.4256716671,27.4434510067,1.2,94.462392646,94.462392646,3.0,51.12256810238,51.12256810238,0.8189859027073172
Maintain data lakes and warehouses,Data Engineer,00050DC9,2.0,2,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,73.27586207,90.0,93.7469277057,9.2877346217,1.1,80.5550616974,80.5550616974,9.0,43.634182699622,43.634182699622,0.46261614456574335
Maintain data lakes and warehouses,Data Engineer,00055602,2.0,0,DATA SCIENTIST,0 tahun 9 bulan,JUNIOR,9,80.27777778,84.0,0.0,0.0,1.2,77.5622022708,77.5622022708,1.0,42.047967203524,42.047967203524,0.3871286793377029
Maintain data lakes and warehouses,Data Engineer,0006B570,3.75,3,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,75.86206897,86.0,98.469149928,0.8603355751,1.0,71.0634376852,71.0634376852,4.0,39.42612197315601,39.42612197315601,0.26235594124028094
